sample_index,split,rule_id,antecedent,consequent_label,firing_strength,normalized_firing_strength,label_equation_output,rule_contribution,predicted,PointsAjust,TeamExp,Length,actual
0,all,R1,IF (PointsAjust IS Low) AND (TeamExp IS High) AND (Length IS Low),Very_Low,0.0,0.0,6132.85363940593,0.0,8074.065058464385,0.3773584905660377,0.4,0.3333333333333333,5152.0
0,all,R2,IF (PointsAjust IS Low) AND (TeamExp IS High) AND (Length IS Medium),Low,0.0,0.0,551.3766894687451,0.0,8074.065058464385,0.3773584905660377,0.4,0.3333333333333333,5152.0
0,all,R3,IF (PointsAjust IS Low) AND (TeamExp IS High) AND (Length IS High),Medium,0.0,0.0,2450.1458559003445,0.0,8074.065058464385,0.3773584905660377,0.4,0.3333333333333333,5152.0
0,all,R4,IF (PointsAjust IS Low) AND (TeamExp IS Medium) AND (Length IS Low),Low,0.0,0.0,551.3766894687451,0.0,8074.065058464385,0.3773584905660377,0.4,0.3333333333333333,5152.0
0,all,R5,IF (PointsAjust IS Low) AND (TeamExp IS Medium) AND (Length IS Medium),Medium,0.0,0.0,2450.1458559003445,0.0,8074.065058464385,0.3773584905660377,0.4,0.3333333333333333,5152.0
0,all,R6,IF (PointsAjust IS Low) AND (TeamExp IS Medium) AND (Length IS High),Medium,0.0,0.0,2450.1458559003445,0.0,8074.065058464385,0.3773584905660377,0.4,0.3333333333333333,5152.0
0,all,R7,IF (PointsAjust IS Low) AND (TeamExp IS Low) AND (Length IS Medium),Medium,0.0,0.0,2450.1458559003445,0.0,8074.065058464385,0.3773584905660377,0.4,0.3333333333333333,5152.0
0,all,R8,IF (PointsAjust IS Low) AND (TeamExp IS Low) AND (Length IS High),High,0.0,0.0,4799.550380826946,0.0,8074.065058464385,0.3773584905660377,0.4,0.3333333333333333,5152.0
0,all,R9,IF (PointsAjust IS Medium) AND (TeamExp IS High) AND (Length IS Low),Low,0.0,0.0,551.3766894687451,0.0,8074.065058464385,0.3773584905660377,0.4,0.3333333333333333,5152.0
0,all,R10,IF (PointsAjust IS Medium) AND (TeamExp IS High) AND (Length IS Medium),Medium,0.0,0.0,2450.1458559003445,0.0,8074.065058464385,0.3773584905660377,0.4,0.3333333333333333,5152.0
0,all,R11,IF (PointsAjust IS Medium) AND (TeamExp IS High) AND (Length IS High),Medium,0.0,0.0,2450.1458559003445,0.0,8074.065058464385,0.3773584905660377,0.4,0.3333333333333333,5152.0
0,all,R12,IF (PointsAjust IS Medium) AND (TeamExp IS Medium) AND (Length IS Low),Medium,0.0,0.0,2450.1458559003445,0.0,8074.065058464385,0.3773584905660377,0.4,0.3333333333333333,5152.0
0,all,R13,IF (PointsAjust IS Medium) AND (TeamExp IS Medium) AND (Length IS Medium),Medium,0.0,0.0,2450.1458559003445,0.0,8074.065058464385,0.3773584905660377,0.4,0.3333333333333333,5152.0
0,all,R14,IF (PointsAjust IS Medium) AND (TeamExp IS Medium) AND (Length IS High),High,0.0,0.0,4799.550380826946,0.0,8074.065058464385,0.3773584905660377,0.4,0.3333333333333333,5152.0
0,all,R15,IF (PointsAjust IS Medium) AND (TeamExp IS Low) AND (Length IS Medium),High,0.06837606837606851,0.06124401913875609,4799.550380826946,293.9437553807895,8074.065058464385,0.3773584905660377,0.4,0.3333333333333333,5152.0
0,all,R16,IF (PointsAjust IS Medium) AND (TeamExp IS Low) AND (Length IS High),High,0.16666666666666713,0.14928229665071807,4799.550380826946,716.487903740675,8074.065058464385,0.3773584905660377,0.4,0.3333333333333333,5152.0
0,all,R17,IF (PointsAjust IS High) AND (TeamExp IS High) AND (Length IS Medium),Medium,0.0,0.0,2450.1458559003445,0.0,8074.065058464385,0.3773584905660377,0.4,0.3333333333333333,5152.0
0,all,R18,IF (PointsAjust IS High) AND (TeamExp IS Medium) AND (Length IS Medium),High,0.0,0.0,4799.550380826946,0.0,8074.065058464385,0.3773584905660377,0.4,0.3333333333333333,5152.0
0,all,R19,IF (PointsAjust IS High) AND (TeamExp IS Low) AND (Length IS Medium),High,0.25641025641025617,0.22966507177033466,4799.550380826946,1102.2890826779576,8074.065058464385,0.3773584905660377,0.4,0.3333333333333333,5152.0
0,all,R20,IF (PointsAjust IS High) AND (TeamExp IS Low) AND (Length IS High),Very_High,0.6249999999999999,0.5598086124401912,10648.897112675022,5961.344316664962,8074.065058464385,0.3773584905660377,0.4,0.3333333333333333,5152.0
1,all,R1,IF (PointsAjust IS Low) AND (TeamExp IS High) AND (Length IS Low),Very_Low,0.0,0.05,6807.025740551475,340.3512870275738,2997.5349203894675,0.3977987421383648,0.2,0.0909090909090909,5635.0
1,all,R2,IF (PointsAjust IS Low) AND (TeamExp IS High) AND (Length IS Medium),Low,0.0,0.05,-818.5943095893908,-40.92971547946954,2997.5349203894675,0.3977987421383648,0.2,0.0909090909090909,5635.0
1,all,R3,IF (PointsAjust IS Low) AND (TeamExp IS High) AND (Length IS High),Medium,0.0,0.05,2733.8188218641158,136.6909410932058,2997.5349203894675,0.3977987421383648,0.2,0.0909090909090909,5635.0
1,all,R4,IF (PointsAjust IS Low) AND (TeamExp IS Medium) AND (Length IS Low),Low,0.0,0.05,-818.5943095893908,-40.92971547946954,2997.5349203894675,0.3977987421383648,0.2,0.0909090909090909,5635.0
1,all,R5,IF (PointsAjust IS Low) AND (TeamExp IS Medium) AND (Length IS Medium),Medium,0.0,0.05,2733.8188218641158,136.6909410932058,2997.5349203894675,0.3977987421383648,0.2,0.0909090909090909,5635.0
1,all,R6,IF (PointsAjust IS Low) AND (TeamExp IS Medium) AND (Length IS High),Medium,0.0,0.05,2733.8188218641158,136.6909410932058,2997.5349203894675,0.3977987421383648,0.2,0.0909090909090909,5635.0
1,all,R7,IF (PointsAjust IS Low) AND (TeamExp IS Low) AND (Length IS Medium),Medium,0.0,0.05,2733.8188218641158,136.6909410932058,2997.5349203894675,0.3977987421383648,0.2,0.0909090909090909,5635.0
1,all,R8,IF (PointsAjust IS Low) AND (TeamExp IS Low) AND (Length IS High),High,0.0,0.05,3565.6576010790172,178.28288005395086,2997.5349203894675,0.3977987421383648,0.2,0.0909090909090909,5635.0
1,all,R9,IF (PointsAjust IS Medium) AND (TeamExp IS High) AND (Length IS Low),Low,0.0,0.05,-818.5943095893908,-40.92971547946954,2997.5349203894675,0.3977987421383648,0.2,0.0909090909090909,5635.0
1,all,R10,IF (PointsAjust IS Medium) AND (TeamExp IS High) AND (Length IS Medium),Medium,0.0,0.05,2733.8188218641158,136.6909410932058,2997.5349203894675,0.3977987421383648,0.2,0.0909090909090909,5635.0
1,all,R11,IF (PointsAjust IS Medium) AND (TeamExp IS High) AND (Length IS High),Medium,0.0,0.05,2733.8188218641158,136.6909410932058,2997.5349203894675,0.3977987421383648,0.2,0.0909090909090909,5635.0
1,all,R12,IF (PointsAjust IS Medium) AND (TeamExp IS Medium) AND (Length IS Low),Medium,0.0,0.05,2733.8188218641158,136.6909410932058,2997.5349203894675,0.3977987421383648,0.2,0.0909090909090909,5635.0
1,all,R13,IF (PointsAjust IS Medium) AND (TeamExp IS Medium) AND (Length IS Medium),Medium,0.0,0.05,2733.8188218641158,136.6909410932058,2997.5349203894675,0.3977987421383648,0.2,0.0909090909090909,5635.0
1,all,R14,IF (PointsAjust IS Medium) AND (TeamExp IS Medium) AND (Length IS High),High,0.0,0.05,3565.6576010790172,178.28288005395086,2997.5349203894675,0.3977987421383648,0.2,0.0909090909090909,5635.0
1,all,R15,IF (PointsAjust IS Medium) AND (TeamExp IS Low) AND (Length IS Medium),High,0.0,0.05,3565.6576010790172,178.28288005395086,2997.5349203894675,0.3977987421383648,0.2,0.0909090909090909,5635.0
1,all,R16,IF (PointsAjust IS Medium) AND (TeamExp IS Low) AND (Length IS High),High,0.0,0.05,3565.6576010790172,178.28288005395086,2997.5349203894675,0.3977987421383648,0.2,0.0909090909090909,5635.0
1,all,R17,IF (PointsAjust IS High) AND (TeamExp IS High) AND (Length IS Medium),Medium,0.0,0.05,2733.8188218641158,136.6909410932058,2997.5349203894675,0.3977987421383648,0.2,0.0909090909090909,5635.0
1,all,R18,IF (PointsAjust IS High) AND (TeamExp IS Medium) AND (Length IS Medium),High,0.0,0.05,3565.6576010790172,178.28288005395086,2997.5349203894675,0.3977987421383648,0.2,0.0909090909090909,5635.0
