sample_index,split,rule_id,original_label,sugeno_output,firing_strength,normalized_firing_strength,rule_output,rule_contribution,RawFPcounts,Input,File,actual,predicted
0,all,R1,Very_Low,R1_OUT,1.031537056238687e-06,7.597794923669644e-07,-109.34366493646348,-8.307707423896967e-05,0.5637452474585122,1.0,0.28125,11.1,-43.42450452201797
0,all,R2,Very_Low,R2_OUT,7.036071420138521e-06,5.182424363253872e-06,-22.83373594767815,-0.00011833410947935299,0.5637452474585122,1.0,0.28125,11.1,-43.42450452201797
0,all,R3,Low,R3_OUT,0.00020086886516357236,0.0001479501327492722,-91.80691657351983,-0.013582845494353617,0.5637452474585122,1.0,0.28125,11.1,-43.42450452201797
0,all,R4,Low,R4_OUT,0.0013701181870542905,0.001009161711008839,-32.20311198606325,-0.03249814759166484,0.5637452474585122,1.0,0.28125,11.1,-43.42450452201797
0,all,R5,Medium,R5_OUT,0.0113537189480611,0.008362591306500777,34.328013495420194,0.2870711472262423,0.5637452474585122,1.0,0.28125,11.1,-43.42450452201797
0,all,R6,Medium,R6_OUT,0.08151160077219956,0.06003743857980249,65.98748715565418,3.9617197071430934,0.5637452474585122,1.0,0.28125,11.1,-43.42450452201797
0,all,R7,Low,R7_OUT,3.9309047006018224e-06,2.8953111862566897e-06,174.87960368862105,0.0005063308728078011,0.5637452474585122,1.0,0.28125,11.1,-43.42450452201797
0,all,R8,Medium,R8_OUT,2.6812537709544815e-05,1.9748797357129814e-05,4.810529016552452,9.500216272848734e-05,0.5637452474585122,1.0,0.28125,11.1,-43.42450452201797
0,all,R9,Medium,R9_OUT,0.0007654561331564378,0.0005637973631305075,-26.325847168418633,-0.014842443215731164,0.5637452474585122,1.0,0.28125,11.1,-43.42450452201797
0,all,R10,Medium,R10_OUT,0.005221144494323952,0.0038456383990088275,-52.46443105224592,-0.201759230636668,0.5637452474585122,1.0,0.28125,11.1,-43.42450452201797
0,all,R11,High,R11_OUT,0.005495428856386679,0.004047662778173733,-34.091610295358784,-0.13799134204052818,0.5637452474585122,1.0,0.28125,11.1,-43.42450452201797
0,all,R12,High,R12_OUT,0.2951149603374225,0.21736717396527633,-128.4535142556045,-27.921577379649083,0.5637452474585122,1.0,0.28125,11.1,-43.42450452201797
0,all,R13,High,R13_OUT,0.31061834637075586,0.2287862060777296,-127.6061164765912,-29.19451926099216,0.5637452474585122,1.0,0.28125,11.1,-43.42450452201797
0,all,R14,Medium,R14_OUT,4.113953151641717e-06,3.030135677891307e-06,270.8199415254607,0.000820621167100736,0.5637452474585122,1.0,0.28125,11.1,-43.42450452201797
0,all,R15,High,R15_OUT,2.8061103591955937e-05,2.0668429615212772e-05,58.25979684279625,0.0012041385104419296,0.5637452474585122,1.0,0.28125,11.1,-43.42450452201797
0,all,R16,High,R16_OUT,0.0008011007417606153,0.0005900514297848368,218.04072330208808,0.12865524053571706,0.5637452474585122,1.0,0.28125,11.1,-43.42450452201797
0,all,R17,High,R17_OUT,0.00546427488926717,0.004024716297307999,104.05830326511028,0.4188051490213075,0.5637452474585122,1.0,0.28125,11.1,-43.42450452201797
0,all,R18,Very_High,R18_OUT,0.00575133171249192,0.004236148243558611,57.49939303605474,0.24357595281536953,0.5637452474585122,1.0,0.28125,11.1,-43.42450452201797
0,all,R19,Very_High,R19_OUT,0.30885742943370836,0.22748920121645125,61.321268785473634,13.949926453586702,0.5637452474585122,1.0,0.28125,11.1,-43.42450452201797
0,all,R20,Very_High,R20_OUT,0.325082753803232,0.239439977621825,-20.464052214348925,-4.899912204255565,0.5637452474585122,1.0,0.28125,11.1,-43.42450452201797
1,all,R1,Very_Low,R1_OUT,0.0007048779520963353,0.00014774422585852047,-104.21306298975485,-0.015396878315766561,0.7677169851345398,0.5238095238095238,0.28125,21.1,21.502087459176998
1,all,R2,Very_Low,R2_OUT,0.004807943237167817,0.0010077572286584804,-23.143843046306316,-0.023323375128852495,0.7677169851345398,0.5238095238095238,0.28125,21.1,21.502087459176998
1,all,R3,Low,R3_OUT,0.0038791093620976383,0.0008130712671877234,-132.79385057182049,-0.10797086435916727,0.7677169851345398,0.5238095238095238,0.28125,21.1,21.502087459176998
1,all,R4,Low,R4_OUT,0.02645924385670492,0.005545925346061063,-59.395109116285354,-0.32940084108006945,0.7677169851345398,0.5238095238095238,0.28125,21.1,21.502087459176998
1,all,R5,Medium,R5_OUT,0.005197961383563246,0.0010895060320344336,-22.90785528804072,-0.02495824651729226,0.7677169851345398,0.5238095238095238,0.28125,21.1,21.502087459176998
1,all,R6,Medium,R6_OUT,0.037317653807052584,0.00782187590941379,24.168588773165624,0.18904370228935277,0.7677169851345398,0.5238095238095238,0.28125,21.1,21.502087459176998
1,all,R7,Low,R7_OUT,0.00810410528587525,0.0016986412444546758,182.68328923033343,0.310313369759287,0.7677169851345398,0.5238095238095238,0.28125,21.1,21.502087459176998
1,all,R8,Medium,R8_OUT,0.055277765585714705,0.011586361382649698,2.621543797676705,0.03037415382032621,0.7677169851345398,0.5238095238095238,0.28125,21.1,21.502087459176998
1,all,R9,Medium,R9_OUT,0.04459879982395477,0.00934802278126692,18.053392327195027,0.16876352275376855,0.7677169851345398,0.5238095238095238,0.28125,21.1,21.502087459176998
1,all,R10,Medium,R10_OUT,0.30420656137940705,0.06376247516100547,-29.48800710783732,-1.88022832076103,0.7677169851345398,0.5238095238095238,0.28125,21.1,21.502087459176998
1,all,R11,High,R11_OUT,0.32018755993517495,0.06711213342886028,-1.4003768696139076,-0.09398227932421825,0.7677169851345398,0.5238095238095238,0.28125,21.1,21.502087459176998
1,all,R12,High,R12_OUT,0.40763325059277344,0.0854409743756471,-105.8295345258136,-9.0421785476067,0.7677169851345398,0.5238095238095238,0.28125,21.1,21.502087459176998
1,all,R13,High,R13_OUT,0.42904760260236513,0.08992947745693879,-96.76047941792504,-8.701619352536879,0.7677169851345398,0.5238095238095238,0.28125,21.1,21.502087459176998
1,all,R14,Medium,R14_OUT,0.016132803673050502,0.0033814770096207893,267.31777253167115,0.9039289020788858,0.7677169851345398,0.5238095238095238,0.28125,21.1,21.502087459176998
1,all,R15,High,R15_OUT,0.11004118384709874,0.023064914247484882,50.78734427008022,1.171405740446893,0.7677169851345398,0.5238095238095238,0.28125,21.1,21.502087459176998
1,all,R16,High,R16_OUT,0.0887826177267926,0.01860906428797651,238.92287307898846,4.446131104994948,0.7677169851345398,0.5238095238095238,0.28125,21.1,21.502087459176998
