sample_index,split,rule_id,original_label,sugeno_output,firing_strength,normalized_firing_strength,rule_output,rule_contribution,PointsAjust,TeamExp,Length,actual,predicted
0,all,R1,Very_Low,R1_OUT,0.007915805060536674,0.0013962323540286535,-88865.32955154584,-124.07664827128691,0.3773584905660377,0.4,0.3333333333333333,5152.0,5317.734284620517
0,all,R2,Very_Low,R2_OUT,0.016886499603481212,0.002978531799654247,-325546.7587977011,-969.6513733533237,0.3773584905660377,0.4,0.3333333333333333,5152.0,5317.734284620517
0,all,R3,Low,R3_OUT,0.035476177022733965,0.006257479280702605,205404.80786921,1285.316329398281,0.3773584905660377,0.4,0.3333333333333333,5152.0,5317.734284620517
0,all,R4,Low,R4_OUT,0.07568004070918982,0.013348853412164807,89445.35015453363,1193.9928676126221,0.3773584905660377,0.4,0.3333333333333333,5152.0,5317.734284620517
0,all,R5,Low,R5_OUT,0.05849032766050461,0.01031683919105972,32468.451253212228,334.971790362152,0.3773584905660377,0.4,0.3333333333333333,5152.0,5317.734284620517
0,all,R6,Medium,R6_OUT,0.17958729295266307,0.0316765745082573,-19166.682872267353,-607.1348580795159,0.3773584905660377,0.4,0.3333333333333333,5152.0,5317.734284620517
0,all,R7,Low,R7_OUT,0.03334263510811104,0.005881153660365664,194613.68485334003,1144.5529850324706,0.3773584905660377,0.4,0.3333333333333333,5152.0,5317.734284620517
0,all,R8,Low,R8_OUT,0.07112863318717993,0.012546051626370357,219181.8478850177,2749.8667791286866,0.3773584905660377,0.4,0.3333333333333333,5152.0,5317.734284620517
0,all,R9,Medium,R9_OUT,0.14943132334029155,0.026357502080639507,-89415.10612324234,-2356.758845683962,0.3773584905660377,0.4,0.3333333333333333,5152.0,5317.734284620517
0,all,R10,Medium,R10_OUT,0.31877641794306977,0.05622750244980115,191639.72233468358,10775.422957052633,0.3773584905660377,0.4,0.3333333333333333,5152.0,5317.734284620517
0,all,R11,High,R11_OUT,0.45881033521954345,0.08092743940725937,282766.5127822459,22883.569829587235,0.3773584905660377,0.4,0.3333333333333333,5152.0,5317.734284620517
0,all,R12,High,R12_OUT,0.525573460860333,0.09270347928733069,-12521.006193798326,-1160.7408383433224,0.3773584905660377,0.4,0.3333333333333333,5152.0,5317.734284620517
