sample_index,split,rule_id,original_label,sugeno_output,firing_strength,normalized_firing_strength,rule_output,rule_contribution,PointsAjust,TeamExp,Length,actual,predicted
0,all,R1,Very_Low,R1_OUT,0.0,0.0,1058.0937995548984,0.0,0.3773584905660377,0.4,0.3333333333333333,5152.0,-6284.5055923022155
0,all,R2,Very_Low,R2_OUT,0.0,0.0,-28523.81397216308,-0.0,0.3773584905660377,0.4,0.3333333333333333,5152.0,-6284.5055923022155
0,all,R3,Low,R3_OUT,0.0,0.0,-6045.266159394971,-0.0,0.3773584905660377,0.4,0.3333333333333333,5152.0,-6284.5055923022155
0,all,R4,Low,R4_OUT,0.0,0.0,5893.734957865836,0.0,0.3773584905660377,0.4,0.3333333333333333,5152.0,-6284.5055923022155
0,all,R5,Low,R5_OUT,0.0,0.0,681.6922962144913,0.0,0.3773584905660377,0.4,0.3333333333333333,5152.0,-6284.5055923022155
0,all,R6,Medium,R6_OUT,0.0,0.0,-97335.27988461957,-0.0,0.3773584905660377,0.4,0.3333333333333333,5152.0,-6284.5055923022155
0,all,R7,Low,R7_OUT,0.0,0.0,-19142.031811177978,-0.0,0.3773584905660377,0.4,0.3333333333333333,5152.0,-6284.5055923022155
0,all,R8,Low,R8_OUT,0.0,0.0,9971.32833779857,0.0,0.3773584905660377,0.4,0.3333333333333333,5152.0,-6284.5055923022155
0,all,R9,Medium,R9_OUT,0.047769306007164,0.1338170357623071,5834.42240850765,780.7451120916742,0.3773584905660377,0.4,0.3333333333333333,5152.0,-6284.5055923022155
0,all,R10,Medium,R10_OUT,0.3092054673095486,0.8661829642376929,-8156.764790002366,-7065.250704393892,0.3773584905660377,0.4,0.3333333333333333,5152.0,-6284.5055923022155
0,all,R11,High,R11_OUT,0.0,0.0,-20390.83703433108,-0.0,0.3773584905660377,0.4,0.3333333333333333,5152.0,-6284.5055923022155
0,all,R12,High,R12_OUT,0.0,0.0,-21146.646646049165,-0.0,0.3773584905660377,0.4,0.3333333333333333,5152.0,-6284.5055923022155
0,all,R13,High,R13_OUT,0.0,0.0,-114875.2836375585,-0.0,0.3773584905660377,0.4,0.3333333333333333,5152.0,-6284.5055923022155
0,all,R14,Medium,R14_OUT,0.0,0.0,0.0,0.0,0.3773584905660377,0.4,0.3333333333333333,5152.0,-6284.5055923022155
0,all,R15,Medium,R15_OUT,0.0,0.0,-105541.29120484838,-0.0,0.3773584905660377,0.4,0.3333333333333333,5152.0,-6284.5055923022155
0,all,R16,High,R16_OUT,0.0,0.0,16198.615835315824,0.0,0.3773584905660377,0.4,0.3333333333333333,5152.0,-6284.5055923022155
0,all,R17,High,R17_OUT,0.0,0.0,224474.4829325556,0.0,0.3773584905660377,0.4,0.3333333333333333,5152.0,-6284.5055923022155
0,all,R18,Very_High,R18_OUT,0.0,0.0,986.0754526447438,0.0,0.3773584905660377,0.4,0.3333333333333333,5152.0,-6284.5055923022155
0,all,R19,Very_High,R19_OUT,0.0,0.0,0.0,0.0,0.3773584905660377,0.4,0.3333333333333333,5152.0,-6284.5055923022155
0,all,R20,Very_High,R20_OUT,0.0,0.0,0.0,0.0,0.3773584905660377,0.4,0.3333333333333333,5152.0,-6284.5055923022155
1,all,R1,Very_Low,R1_OUT,0.0,0.0,6162.449090950091,0.0,0.3977987421383648,0.2,0.0909090909090909,5635.0,5734.3101426877265
1,all,R2,Very_Low,R2_OUT,0.0,0.0,-12904.68881717647,-0.0,0.3977987421383648,0.2,0.0909090909090909,5635.0,5734.3101426877265
1,all,R3,Low,R3_OUT,0.0,0.0,-3492.5546926389634,-0.0,0.3977987421383648,0.2,0.0909090909090909,5635.0,5734.3101426877265
1,all,R4,Low,R4_OUT,0.0,0.0,30634.193676657967,0.0,0.3977987421383648,0.2,0.0909090909090909,5635.0,5734.3101426877265
1,all,R5,Low,R5_OUT,0.0,0.0,657.6095538474324,0.0,0.3977987421383648,0.2,0.0909090909090909,5635.0,5734.3101426877265
1,all,R6,Medium,R6_OUT,0.0,0.0,-84244.07912025624,-0.0,0.3977987421383648,0.2,0.0909090909090909,5635.0,5734.3101426877265
1,all,R7,Low,R7_OUT,0.0,0.0,-34854.14697683761,-0.0,0.3977987421383648,0.2,0.0909090909090909,5635.0,5734.3101426877265
1,all,R8,Low,R8_OUT,0.0,0.0,4892.773406409866,0.0,0.3977987421383648,0.2,0.0909090909090909,5635.0,5734.3101426877265
1,all,R9,Medium,R9_OUT,0.10730143356630023,0.863042954018651,10465.694449222467,9032.343853313556,0.3977987421383648,0.2,0.0909090909090909,5635.0,5734.3101426877265
1,all,R10,Medium,R10_OUT,0.002602919619115085,0.020935707590207943,-25351.169176985422,-530.7446649592594,0.3977987421383648,0.2,0.0909090909090909,5635.0,5734.3101426877265
1,all,R11,High,R11_OUT,0.0,0.0,-17662.597215757945,-0.0,0.3977987421383648,0.2,0.0909090909090909,5635.0,5734.3101426877265
1,all,R12,High,R12_OUT,0.014424839314986419,0.116021338391141,-23851.552516462554,-2767.2890456665727,0.3977987421383648,0.2,0.0909090909090909,5635.0,5734.3101426877265
1,all,R13,High,R13_OUT,0.0,0.0,-99425.02343477326,-0.0,0.3977987421383648,0.2,0.0909090909090909,5635.0,5734.3101426877265
1,all,R14,Medium,R14_OUT,0.0,0.0,0.0,0.0,0.3977987421383648,0.2,0.0909090909090909,5635.0,5734.3101426877265
1,all,R15,Medium,R15_OUT,0.0,0.0,-163602.88065152252,-0.0,0.3977987421383648,0.2,0.0909090909090909,5635.0,5734.3101426877265
1,all,R16,High,R16_OUT,0.0,0.0,20926.468763318,0.0,0.3977987421383648,0.2,0.0909090909090909,5635.0,5734.3101426877265
1,all,R17,High,R17_OUT,0.0,0.0,248634.56902254955,0.0,0.3977987421383648,0.2,0.0909090909090909,5635.0,5734.3101426877265
1,all,R18,Very_High,R18_OUT,0.0,0.0,842.4585419280791,0.0,0.3977987421383648,0.2,0.0909090909090909,5635.0,5734.3101426877265
1,all,R19,Very_High,R19_OUT,0.0,0.0,0.0,0.0,0.3977987421383648,0.2,0.0909090909090909,5635.0,5734.3101426877265
1,all,R20,Very_High,R20_OUT,0.0,0.0,0.0,0.0,0.3977987421383648,0.2,0.0909090909090909,5635.0,5734.3101426877265
2,all,R1,Very_Low,R1_OUT,1.0,0.9845744895995822,449.4605444305005,442.5273861278103,0.0330188679245283,1.0,0.0,805.0,983.0519693936498
2,all,R2,Very_Low,R2_OUT,0.0038659201394728076,0.003806286348154185,50498.30809622579,192.21102071154817,0.0330188679245283,1.0,0.0,805.0,983.0519693936498
2,all,R3,Low,R3_OUT,0.0038659201394728076,0.003806286348154185,6926.905345803755,26.36578525268908,0.0330188679245283,1.0,0.0,805.0,983.0519693936498
2,all,R4,Low,R4_OUT,1.4945338524781453e-05,1.471479904992967e-05,19859.396986824097,0.29222703591389537,0.0330188679245283,1.0,0.0,805.0,983.0519693936498
2,all,R5,Low,R5_OUT,0.0,0.0,546.5371975440263,0.0,0.0330188679245283,1.0,0.0,805.0,983.0519693936498
2,all,R6,Medium,R6_OUT,0.0,0.0,-84048.70775377743,-0.0,0.0330188679245283,1.0,0.0,805.0,983.0519693936498
2,all,R7,Low,R7_OUT,0.007859513140454005,0.00773827613876371,41649.61998086023,322.296260486467,0.0330188679245283,1.0,0.0,805.0,983.0519693936498
2,all,R8,Low,R8_OUT,3.038425013613231e-05,2.9915557569648503e-05,-13252.41465769965,-0.3964533736292675,0.0330188679245283,1.0,0.0,805.0,983.0519693936498
2,all,R9,Medium,R9_OUT,3.038425013613231e-05,2.9915557569648503e-05,-8518.869799637958,-0.2548467399194093,0.0330188679245283,1.0,0.0,805.0,983.0519693936498
2,all,R10,Medium,R10_OUT,1.1746308452405329e-07,1.1565115649206234e-07,91567.54757079054,0.01058989277370386,0.0330188679245283,1.0,0.0,805.0,983.0519693936498
2,all,R11,High,R11_OUT,0.0,0.0,-17546.4021216844,-0.0,0.0330188679245283,1.0,0.0,805.0,983.0519693936498
2,all,R12,High,R12_OUT,0.0,0.0,-95013.41109702937,-0.0,0.0330188679245283,1.0,0.0,805.0,983.0519693936498
2,all,R13,High,R13_OUT,0.0,0.0,-99194.44577357838,-0.0,0.0330188679245283,1.0,0.0,805.0,983.0519693936498
2,all,R14,Medium,R14_OUT,0.0,0.0,0.0,0.0,0.0330188679245283,1.0,0.0,805.0,983.0519693936498
2,all,R15,Medium,R15_OUT,0.0,0.0,-99203.18106016937,-0.0,0.0330188679245283,1.0,0.0,805.0,983.0519693936498
2,all,R16,High,R16_OUT,0.0,0.0,55535.638966479775,0.0,0.0330188679245283,1.0,0.0,805.0,983.0519693936498
2,all,R17,High,R17_OUT,0.0,0.0,154859.20702859302,0.0,0.0330188679245283,1.0,0.0,805.0,983.0519693936498
2,all,R18,Very_High,R18_OUT,0.0,0.0,987.763616271856,0.0,0.0330188679245283,1.0,0.0,805.0,983.0519693936498
2,all,R19,Very_High,R19_OUT,0.0,0.0,0.0,0.0,0.0330188679245283,1.0,0.0,805.0,983.0519693936498
2,all,R20,Very_High,R20_OUT,0.0,0.0,0.0,0.0,0.0330188679245283,1.0,0.0,805.0,983.0519693936498
3,all,R1,Very_Low,R1_OUT,0.0,0.0,6038.573363887364,0.0,0.3789308176100629,0.2,0.1212121212121212,3829.0,3765.017238606352
3,all,R2,Very_Low,R2_OUT,0.0,0.0,-19560.17421233318,-0.0,0.3789308176100629,0.2,0.1212121212121212,3829.0,3765.017238606352
3,all,R3,Low,R3_OUT,0.0,0.0,-3787.1607086658714,-0.0,0.3789308176100629,0.2,0.1212121212121212,3829.0,3765.017238606352
3,all,R4,Low,R4_OUT,0.0,0.0,27835.330386707385,0.0,0.3789308176100629,0.2,0.1212121212121212,3829.0,3765.017238606352
3,all,R5,Low,R5_OUT,0.0,0.0,650.5502196706849,0.0,0.3789308176100629,0.2,0.1212121212121212,3829.0,3765.017238606352
3,all,R6,Medium,R6_OUT,0.0,0.0,-85206.8527324266,-0.0,0.3789308176100629,0.2,0.1212121212121212,3829.0,3765.017238606352
3,all,R7,Low,R7_OUT,0.0,0.0,-32565.175338484332,-0.0,0.3789308176100629,0.2,0.1212121212121212,3829.0,3765.017238606352
3,all,R8,Low,R8_OUT,0.0,0.0,5769.249286158747,0.0,0.3789308176100629,0.2,0.1212121212121212,3829.0,3765.017238606352
3,all,R9,Medium,R9_OUT,0.09771231200141363,0.7875531486112114,10078.132086133237,7937.064656553907,0.3789308176100629,0.2,0.1212121212121212,3829.0,3765.017238606352
3,all,R10,Medium,R10_OUT,0.004029238544775844,0.03247532923382228,-23509.771470061103,-763.4875687021563,0.3789308176100629,0.2,0.1212121212121212,3829.0,3765.017238606352
3,all,R11,High,R11_OUT,0.0,0.0,-17866.918786011505,-0.0,0.3789308176100629,0.2,0.1212121212121212,3829.0,3765.017238606352
3,all,R12,High,R12_OUT,0.022329202232491803,0.17997152215496648,-18939.440020462906,-3408.5598492453987,0.3789308176100629,0.2,0.1212121212121212,3829.0,3765.017238606352
3,all,R13,High,R13_OUT,0.0,0.0,-100561.29069496586,-0.0,0.3789308176100629,0.2,0.1212121212121212,3829.0,3765.017238606352
3,all,R14,Medium,R14_OUT,0.0,0.0,0.0,0.0,0.3789308176100629,0.2,0.1212121212121212,3829.0,3765.017238606352
3,all,R15,Medium,R15_OUT,0.0,0.0,-158772.78474658864,-0.0,0.3789308176100629,0.2,0.1212121212121212,3829.0,3765.017238606352
3,all,R16,High,R16_OUT,0.0,0.0,19992.237105785443,0.0,0.3789308176100629,0.2,0.1212121212121212,3829.0,3765.017238606352
3,all,R17,High,R17_OUT,0.0,0.0,245799.79373116707,0.0,0.3789308176100629,0.2,0.1212121212121212,3829.0,3765.017238606352
3,all,R18,Very_High,R18_OUT,0.0,0.0,844.2602289778132,0.0,0.3789308176100629,0.2,0.1212121212121212,3829.0,3765.017238606352
3,all,R19,Very_High,R19_OUT,0.0,0.0,0.0,0.0,0.3789308176100629,0.2,0.1212121212121212,3829.0,3765.017238606352
